index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
1320,002895.SZ,002895,川恒股份,贵州,化工原料,贵州川恒化工股份有限公司,中小板,SZSE,20170825,N
1321,002896.SZ,002896,中大力德,浙江,机械基件,宁波中大力德智能传动股份有限公司,中小板,SZSE,20170829,N
1322,002897.SZ,002897,意华股份,浙江,元器件,温州意华接插件股份有限公司,中小板,SZSE,20170907,N
1323,002898.SZ,002898,赛隆药业,广东,化学制药,珠海赛隆药业股份有限公司,中小板,SZSE,20170912,N
1324,002899.SZ,002899,英派斯,山东,文教休闲,青岛英派斯健康科技股份有限公司,中小板,SZSE,20170915,N
1325,002900.SZ,002900,哈三联,黑龙江,化学制药,哈尔滨三联药业股份有限公司,中小板,SZSE,20170922,N
1326,002901.SZ,002901,大博医疗,福建,医疗保健,大博医疗科技股份有限公司,中小板,SZSE,20170922,S
1327,002902.SZ,002902,铭普光磁,广东,元器件,东莞铭普光磁股份有限公司,中小板,SZSE,20170929,N
1328,002903.SZ,002903,宇环数控,湖南,机床制造,宇环数控机床股份有限公司,中小板,SZSE,20171013,N
1329,002905.SZ,002905,金逸影视,广东,影视音像,广州金逸影视传媒股份有限公司,中小板,SZSE,20171016,N
1330,002906.SZ,002906,华阳集团,广东,汽车配件,惠州市华阳集团股份有限公司,中小板,SZSE,20171013,N
1331,002907.SZ,002907,华森制药,重庆,化学制药,重庆华森制药股份有限公司,中小板,SZSE,20171020,S
1332,002908.SZ,002908,德生科技,广东,元器件,广东德生科技股份有限公司,中小板,SZSE,20171020,N
1333,002909.SZ,002909,集泰股份,广东,化工原料,广州集泰化工股份有限公司,中小板,SZSE,20171026,N
1334,002910.SZ,002910,庄园牧场,甘肃,乳制品,兰州庄园牧场股份有限公司,中小板,SZSE,20171031,S
1335,002911.SZ,002911,佛燃能源,广东,供气供热,佛燃能源集团股份有限公司,中小板,SZSE,20171122,S
1336,002912.SZ,002912,中新赛克,深圳,软件服务,深圳市中新赛克科技股份有限公司,中小板,SZSE,20171121,S
1337,002913.SZ,002913,奥士康,湖南,元器件,奥士康科技股份有限公司,中小板,SZSE,20171201,S
1338,002915.SZ,002915,中欣氟材,浙江,化工原料,浙江中欣氟材股份有限公司,中小板,SZSE,20171205,N
1339,002916.SZ,002916,深南电路,深圳,元器件,深南电路股份有限公司,中小板,SZSE,20171213,S
1340,002917.SZ,002917,金奥博,深圳,化工原料,深圳市金奥博科技股份有限公司,中小板,SZSE,20171208,N
1341,002918.SZ,002918,蒙娜丽莎,广东,其他建材,蒙娜丽莎集团股份有限公司,中小板,SZSE,20171219,S
1342,002919.SZ,002919,名臣健康,广东,日用化工,名臣健康用品股份有限公司,中小板,SZSE,20171218,N
1343,002920.SZ,002920,德赛西威,广东,汽车配件,惠州市德赛西威汽车电子股份有限公司,中小板,SZSE,20171226,S
1344,002921.SZ,002921,联诚精密,山东,汽车配件,山东联诚精密制造股份有限公司,中小板,SZSE,20171227,N
1345,002922.SZ,002922,伊戈尔,广东,电气设备,伊戈尔电气股份有限公司,中小板,SZSE,20171229,N
1346,002923.SZ,002923,润都股份,广东,化学制药,珠海润都制药股份有限公司,中小板,SZSE,20180105,N
1347,002925.SZ,002925,盈趣科技,福建,元器件,厦门盈趣科技股份有限公司,中小板,SZSE,20180115,S
1348,002926.SZ,002926,华西证券,四川,证券,华西证券股份有限公司,中小板,SZSE,20180205,S
1349,002927.SZ,002927,泰永长征,贵州,电气设备,贵州泰永长征技术股份有限公司,中小板,SZSE,20180223,N
1350,002928.SZ,002928,华夏航空,贵州,空运,华夏航空股份有限公司,中小板,SZSE,20180302,S
1351,002929.SZ,002929,润建股份,广西,通信设备,润建股份有限公司,中小板,SZSE,20180301,S
1352,002930.SZ,002930,宏川智慧,广东,仓储物流,广东宏川智慧物流股份有限公司,中小板,SZSE,20180328,N
1353,002931.SZ,002931,锋龙股份,浙江,汽车配件,浙江锋龙电气股份有限公司,中小板,SZSE,20180403,N
1354,002932.SZ,002932,明德生物,湖北,医疗保健,武汉明德生物科技股份有限公司,中小板,SZSE,20180710,N
1355,002933.SZ,002933,新兴装备,北京,航空,北京新兴东方航空装备股份有限公司,中小板,SZSE,20180828,N
1356,002935.SZ,002935,天奥电子,四川,元器件,成都天奥电子股份有限公司,中小板,SZSE,20180903,N
1357,002936.SZ,002936,郑州银行,河南,银行,郑州银行股份有限公司,中小板,SZSE,20180919,S
1358,002937.SZ,002937,兴瑞科技,浙江,元器件,宁波兴瑞电子科技股份有限公司,中小板,SZSE,20180926,N
1359,002938.SZ,002938,鹏鼎控股,深圳,元器件,鹏鼎控股(深圳)股份有限公司,中小板,SZSE,20180918,S
1360,002939.SZ,002939,长城证券,深圳,证券,长城证券股份有限公司,中小板,SZSE,20181026,S
1361,002940.SZ,002940,昂利康,浙江,化学制药,浙江昂利康制药股份有限公司,中小板,SZSE,20181023,N
1362,002941.SZ,002941,新疆交建,新疆,建筑工程,新疆交通建设集团股份有限公司,中小板,SZSE,20181128,S
1363,002942.SZ,002942,新农股份,浙江,农药化肥,浙江新农化工股份有限公司,中小板,SZSE,20181205,N
1364,002943.SZ,002943,宇晶股份,湖南,机床制造,湖南宇晶机器股份有限公司,中小板,SZSE,20181129,N
1365,002945.SZ,002945,华林证券,西藏,证券,华林证券股份有限公司,中小板,SZSE,20190117,N
1366,002946.SZ,002946,新乳业,四川,乳制品,新希望乳业股份有限公司,中小板,SZSE,20190125,S
1367,002947.SZ,002947,恒铭达,江苏,元器件,苏州恒铭达电子科技股份有限公司,中小板,SZSE,20190201,S
1368,002948.SZ,002948,青岛银行,山东,银行,青岛银行股份有限公司,中小板,SZSE,20190116,S
1369,002949.SZ,002949,华阳国际,深圳,建筑工程,深圳市华阳国际工程设计股份有限公司,中小板,SZSE,20190226,N
1370,002950.SZ,002950,奥美医疗,湖北,医疗保健,奥美医疗用品股份有限公司,中小板,SZSE,20190311,S
1371,002951.SZ,002951,金时科技,四川,广告包装,四川金时科技股份有限公司,中小板,SZSE,20190315,S
1372,002952.SZ,002952,亚世光电,辽宁,元器件,亚世光电股份有限公司,中小板,SZSE,20190328,N
1373,002953.SZ,002953,日丰股份,广东,电气设备,广东日丰电缆股份有限公司,中小板,SZSE,20190509,N
1374,002955.SZ,002955,鸿合科技,北京,IT设备,鸿合科技股份有限公司,中小板,SZSE,20190523,S
1375,002956.SZ,002956,西麦食品,广西,食品,桂林西麦食品股份有限公司,中小板,SZSE,20190619,N
1376,002957.SZ,002957,科瑞技术,深圳,专用机械,深圳科瑞技术股份有限公司,中小板,SZSE,20190726,N
1377,002958.SZ,002958,青农商行,山东,银行,青岛农村商业银行股份有限公司,中小板,SZSE,20190326,S
1378,002959.SZ,002959,小熊电器,广东,家用电器,小熊电器股份有限公司,中小板,SZSE,20190823,S
1379,002960.SZ,002960,青鸟消防,河北,专用机械,青鸟消防股份有限公司,中小板,SZSE,20190809,N
1380,002961.SZ,002961,瑞达期货,福建,多元金融,瑞达期货股份有限公司,中小板,SZSE,20190905,S
1381,002962.SZ,002962,五方光电,湖北,元器件,湖北五方光电股份有限公司,中小板,SZSE,20190917,S
1382,002963.SZ,002963,豪尔赛,北京,装修装饰,豪尔赛科技集团股份有限公司,中小板,SZSE,20191028,N
1383,002965.SZ,002965,祥鑫科技,广东,汽车配件,祥鑫科技股份有限公司,中小板,SZSE,20191025,N
1384,002966.SZ,002966,苏州银行,江苏,银行,苏州银行股份有限公司,中小板,SZSE,20190802,S
1385,002967.SZ,002967,广电计量,广东,综合类,广州广电计量检测股份有限公司,中小板,SZSE,20191108,N
1386,002968.SZ,002968,新大正,重庆,房产服务,重庆新大正物业集团股份有限公司,中小板,SZSE,20191203,N
1387,002969.SZ,002969,嘉美包装,安徽,广告包装,嘉美食品包装(滁州)股份有限公司,中小板,SZSE,20191202,N
1388,002970.SZ,002970,锐明技术,深圳,通信设备,深圳市锐明技术股份有限公司,中小板,SZSE,20191217,N
1389,002971.SZ,002971,和远气体,湖北,化工原料,湖北和远气体股份有限公司,中小板,SZSE,20200113,N
1390,002972.SZ,002972,科安达,深圳,运输设备,深圳科安达电子科技股份有限公司,中小板,SZSE,20191227,N
1391,002973.SZ,002973,侨银环保,广东,环境保护,侨银环保科技股份有限公司,中小板,SZSE,20200106,N
1392,002975.SZ,002975,博杰股份,广东,专用机械,珠海博杰电子股份有限公司,中小板,SZSE,20200205,N
1393,002976.SZ,002976,瑞玛工业,江苏,钢加工,苏州瑞玛精密工业股份有限公司,中小板,SZSE,20200306,N
1394,002977.SZ,002977,天箭科技,四川,通信设备,成都天箭科技股份有限公司,中小板,SZSE,20200317,N
1395,002978.SZ,002978,安宁股份,四川,小金属,四川安宁铁钛股份有限公司,中小板,SZSE,20200417,N
1396,002979.SZ,002979,雷赛智能,深圳,专用机械,深圳市雷赛智能控制股份有限公司,中小板,SZSE,20200408,N
1397,002980.SZ,002980,华盛昌,深圳,电器仪表,深圳市华盛昌科技实业股份有限公司,中小板,SZSE,20200415,N
1398,002981.SZ,002981,朝阳科技,广东,元器件,广东朝阳电子科技股份有限公司,中小板,SZSE,20200417,N
1399,002982.SZ,002982,湘佳股份,湖南,农业综合,湖南湘佳牧业股份有限公司,中小板,SZSE,20200424,N
1400,002983.SZ,002983,芯瑞达,安徽,元器件,安徽芯瑞达科技股份有限公司,中小板,SZSE,20200428,N
1401,002984.SZ,002984,森麒麟,山东,汽车配件,青岛森麒麟轮胎股份有限公司,中小板,SZSE,20200911,N
1402,002985.SZ,002985,北摩高科,北京,航空,北京北摩高科摩擦材料股份有限公司,中小板,SZSE,20200429,N
1403,002986.SZ,002986,宇新股份,湖南,化工原料,湖南宇新能源科技股份有限公司,中小板,SZSE,20200602,N
1404,002987.SZ,002987,京北方,北京,软件服务,京北方信息技术股份有限公司,中小板,SZSE,20200507,N
1405,002988.SZ,002988,豪美新材,广东,铝,广东豪美新材股份有限公司,中小板,SZSE,20200518,N
1406,002989.SZ,002989,中天精装,深圳,装修装饰,深圳中天精装股份有限公司,中小板,SZSE,20200610,N
1407,002990.SZ,002990,盛视科技,深圳,软件服务,盛视科技股份有限公司,中小板,SZSE,20200525,N
1408,002991.SZ,002991,甘源食品,江西,食品,甘源食品股份有限公司,中小板,SZSE,20200731,N
1409,002992.SZ,002992,宝明科技,深圳,元器件,深圳市宝明科技股份有限公司,中小板,SZSE,20200803,N
1410,002993.SZ,002993,奥海科技,广东,元器件,东莞市奥海科技股份有限公司,中小板,SZSE,20200817,N
1411,002995.SZ,002995,天地在线,北京,互联网,北京全时天地在线网络信息股份有限公司,中小板,SZSE,20200805,N
1412,002996.SZ,002996,顺博合金,重庆,铝,重庆顺博铝合金股份有限公司,中小板,SZSE,20200828,N
1413,002997.SZ,002997,瑞鹄模具,安徽,汽车配件,瑞鹄汽车模具股份有限公司,中小板,SZSE,20200903,N
1414,002998.SZ,002998,优彩资源,江苏,化纤,优彩环保资源科技股份有限公司,中小板,SZSE,20200925,N
1415,002999.SZ,002999,天禾股份,广东,批发业,广东天禾农资股份有限公司,中小板,SZSE,20200903,N
1416,003000.SZ,003000,华文食品,湖南,食品,华文食品股份有限公司,中小板,SZSE,20200914,N
1417,003001.SZ,003001,中岩大地,北京,建筑工程,北京中岩大地科技股份有限公司,中小板,SZSE,20201013,N
1418,003002.SZ,003002,壶化股份,山西,化工原料,山西壶化集团股份有限公司,中小板,SZSE,20200922,N
1419,003003.SZ,003003,天元股份,广东,广告包装,广东天元实业集团股份有限公司,中小板,SZSE,20200921,N
1420,003004.SZ,003004,声迅股份,北京,软件服务,北京声迅电子股份有限公司,中小板,SZSE,20201126,N
1421,003005.SZ,003005,竞业达,北京,软件服务,北京竞业达数码科技股份有限公司,中小板,SZSE,20200922,N
1422,003006.SZ,003006,百亚股份,重庆,造纸,重庆百亚卫生用品股份有限公司,中小板,SZSE,20200921,N
1423,003007.SZ,003007,直真科技,北京,软件服务,北京直真科技股份有限公司,中小板,SZSE,20200923,N
1424,003008.SZ,003008,开普检测,河南,电气设备,许昌开普检测研究院股份有限公司,中小板,SZSE,20200923,N
1425,003009.SZ,003009,中天火箭,陕西,航空,陕西中天火箭技术股份有限公司,中小板,SZSE,20200925,N
1426,003010.SZ,003010,若羽臣,广东,互联网,广州若羽臣科技股份有限公司,中小板,SZSE,20200925,N
1427,003011.SZ,003011,海象新材,浙江,家居用品,浙江海象新材料股份有限公司,中小板,SZSE,20200930,N
1428,003012.SZ,003012,东鹏控股,广东,陶瓷,广东东鹏控股股份有限公司,中小板,SZSE,20201019,N
1429,003013.SZ,003013,地铁设计,广东,建筑工程,广州地铁设计研究院股份有限公司,中小板,SZSE,20201022,N
1430,003015.SZ,003015,日久光电,江苏,元器件,江苏日久光电股份有限公司,中小板,SZSE,20201021,N
1431,003016.SZ,003016,欣贺股份,福建,服饰,欣贺股份有限公司,中小板,SZSE,20201026,N
1432,003017.SZ,003017,大洋生物,浙江,化工原料,浙江大洋生物科技集团股份有限公司,中小板,SZSE,20201026,N
1433,003018.SZ,003018,金富科技,广东,塑料,金富科技股份有限公司,中小板,SZSE,20201106,N
1434,003019.SZ,003019,宸展光电,福建,元器件,宸展光电(厦门)股份有限公司,中小板,SZSE,20201117,N
1435,003816.SZ,003816,中国广核,深圳,新型电力,中国广核电力股份有限公司,中小板,SZSE,20190826,S
2316,600000.SH,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司,主板,SSE,19991110,H
2317,600004.SH,600004,白云机场,广东,机场,广州白云国际机场股份有限公司,主板,SSE,20030428,H
2318,600006.SH,600006,东风汽车,湖北,汽车整车,东风汽车股份有限公司,主板,SSE,19990727,N
2319,600007.SH,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,主板,SSE,19990312,H
2320,600008.SH,600008,首创股份,北京,环境保护,北京首创股份有限公司,主板,SSE,20000427,H
2321,600009.SH,600009,上海机场,上海,机场,上海国际机场股份有限公司,主板,SSE,19980218,H
2322,600010.SH,600010,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司,主板,SSE,20010309,H
2323,600011.SH,600011,华能国际,北京,火力发电,华能国际电力股份有限公司,主板,SSE,20011206,H
2324,600012.SH,600012,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司,主板,SSE,20030107,H
2325,600015.SH,600015,华夏银行,北京,银行,华夏银行股份有限公司,主板,SSE,20030912,H
2326,600016.SH,600016,民生银行,北京,银行,中国民生银行股份有限公司,主板,SSE,20001219,H
2327,600017.SH,600017,日照港,山东,港口,日照港股份有限公司,主板,SSE,20061017,N
2328,600018.SH,600018,上港集团,上海,港口,上海国际港务(集团)股份有限公司,主板,SSE,20061026,H
2329,600019.SH,600019,宝钢股份,上海,普钢,宝山钢铁股份有限公司,主板,SSE,20001212,H
2330,600020.SH,600020,中原高速,河南,路桥,河南中原高速公路股份有限公司,主板,SSE,20030808,H
2331,600021.SH,600021,上海电力,上海,火力发电,上海电力股份有限公司,主板,SSE,20031029,H
2332,600022.SH,600022,山东钢铁,山东,普钢,山东钢铁股份有限公司,主板,SSE,20040629,N
2333,600023.SH,600023,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司,主板,SSE,20131219,N
2334,600025.SH,600025,华能水电,云南,水力发电,华能澜沧江水电股份有限公司,主板,SSE,20171215,H
2335,600026.SH,600026,中远海能,上海,水运,中远海运能源运输股份有限公司,主板,SSE,20020523,H
2336,600027.SH,600027,华电国际,山东,火力发电,华电国际电力股份有限公司,主板,SSE,20050203,H
2337,600028.SH,600028,中国石化,北京,石油加工,中国石油化工股份有限公司,主板,SSE,20010808,H
2338,600029.SH,600029,南方航空,广东,空运,中国南方航空股份有限公司,主板,SSE,20030725,H
2339,600030.SH,600030,中信证券,深圳,证券,中信证券股份有限公司,主板,SSE,20030106,H
2340,600031.SH,600031,三一重工,北京,工程机械,三一重工股份有限公司,主板,SSE,20030703,H
2341,600033.SH,600033,福建高速,福建,路桥,福建发展高速公路股份有限公司,主板,SSE,20010209,N
2342,600035.SH,600035,楚天高速,湖北,路桥,湖北楚天智能交通股份有限公司,主板,SSE,20040310,N
2343,600036.SH,600036,招商银行,深圳,银行,招商银行股份有限公司,主板,SSE,20020409,H
2344,600037.SH,600037,歌华有线,北京,影视音像,北京歌华有线电视网络股份有限公司,主板,SSE,20010208,N
2345,600038.SH,600038,中直股份,黑龙江,航空,中航直升机股份有限公司,主板,SSE,20001218,H
2346,600039.SH,600039,四川路桥,四川,建筑工程,四川路桥建设集团股份有限公司,主板,SSE,20030325,H
2347,600048.SH,600048,保利地产,广东,全国地产,保利发展控股集团股份有限公司,主板,SSE,20060731,H
2348,600050.SH,600050,中国联通,北京,电信运营,中国联合网络通信股份有限公司,主板,SSE,20021009,H
2349,600051.SH,600051,宁波联合,浙江,综合类,宁波联合集团股份有限公司,主板,SSE,19970410,N
2350,600052.SH,600052,浙江广厦,浙江,影视音像,浙江广厦股份有限公司,主板,SSE,19970415,N
2351,600053.SH,600053,九鼎投资,江西,多元金融,昆吾九鼎投资控股股份有限公司,主板,SSE,19970418,H
2352,600054.SH,600054,黄山旅游,安徽,旅游景点,黄山旅游发展股份有限公司,主板,SSE,19970506,N
2353,600055.SH,600055,万东医疗,北京,医疗保健,北京万东医疗科技股份有限公司,主板,SSE,19970519,N
2354,600056.SH,600056,中国医药,北京,医药商业,中国医药健康产业股份有限公司,主板,SSE,19970515,H
2355,600057.SH,600057,厦门象屿,福建,仓储物流,厦门象屿股份有限公司,主板,SSE,19970604,H
2356,600058.SH,600058,五矿发展,北京,商贸代理,五矿发展股份有限公司,主板,SSE,19970528,N
2357,600059.SH,600059,古越龙山,浙江,红黄酒,浙江古越龙山绍兴酒股份有限公司,主板,SSE,19970516,N
2358,600060.SH,600060,海信视像,山东,家用电器,海信视像科技股份有限公司,主板,SSE,19970422,N
2359,600061.SH,600061,国投资本,上海,证券,国投资本股份有限公司,主板,SSE,19970519,H
2360,600062.SH,600062,华润双鹤,北京,化学制药,华润双鹤药业股份有限公司,主板,SSE,19970522,H
2361,600063.SH,600063,皖维高新,安徽,化纤,安徽皖维高新材料股份有限公司,主板,SSE,19970528,N
2362,600064.SH,600064,南京高科,江苏,园区开发,南京高科股份有限公司,主板,SSE,19970506,N
2363,600066.SH,600066,宇通客车,河南,汽车整车,郑州宇通客车股份有限公司,主板,SSE,19970508,H
2364,600067.SH,600067,冠城大通,福建,全国地产,冠城大通股份有限公司,主板,SSE,19970508,N
2365,600068.SH,600068,葛洲坝,湖北,建筑工程,中国葛洲坝集团股份有限公司,主板,SSE,19970526,H
2366,600070.SH,600070,浙江富润,浙江,互联网,浙江富润数字科技股份有限公司,主板,SSE,19970604,H
2367,600071.SH,600071,凤凰光学,江西,元器件,凤凰光学股份有限公司,主板,SSE,19970528,N
2368,600072.SH,600072,中船科技,上海,船舶,中船科技股份有限公司,主板,SSE,19970603,H
2369,600073.SH,600073,上海梅林,上海,食品,上海梅林正广和股份有限公司,主板,SSE,19970704,H
2370,600075.SH,600075,新疆天业,新疆,化工原料,新疆天业股份有限公司,主板,SSE,19970617,N
2371,600076.SH,600076,康欣新材,山东,其他建材,康欣新材料股份有限公司,主板,SSE,19970526,N
2372,600077.SH,600077,宋都股份,浙江,全国地产,宋都基业投资股份有限公司,主板,SSE,19970520,N
2373,600078.SH,600078,澄星股份,江苏,化工原料,江苏澄星磷化工股份有限公司,主板,SSE,19970627,N
2374,600079.SH,600079,人福医药,湖北,化学制药,人福医药集团股份公司,主板,SSE,19970606,H
2375,600080.SH,600080,ST金花,陕西,中成药,金花企业(集团)股份有限公司,主板,SSE,19970612,N
2376,600081.SH,600081,东风科技,上海,汽车配件,东风电子科技股份有限公司,主板,SSE,19970703,N
2377,600082.SH,600082,海泰发展,天津,园区开发,天津海泰科技发展股份有限公司,主板,SSE,19970620,N
2378,600083.SH,600083,*ST博信,江苏,综合类,江苏博信投资控股股份有限公司,主板,SSE,19970606,N
2379,600084.SH,600084,ST中葡,新疆,红黄酒,中信国安葡萄酒业股份有限公司,主板,SSE,19970711,N
2380,600085.SH,600085,同仁堂,北京,中成药,北京同仁堂股份有限公司,主板,SSE,19970625,H
2381,600086.SH,600086,*ST金钰,湖北,服饰,东方金钰股份有限公司,主板,SSE,19970606,N
2382,600088.SH,600088,中视传媒,上海,影视音像,中视传媒股份有限公司,主板,SSE,19970616,N
2383,600089.SH,600089,特变电工,新疆,电气设备,特变电工股份有限公司,主板,SSE,19970618,H
2384,600090.SH,600090,*ST济堂,新疆,医药商业,新疆同济堂健康产业股份有限公司,主板,SSE,19970616,N
2385,600091.SH,600091,ST明科,内蒙,化工原料,包头明天科技股份有限公司,主板,SSE,19970704,N
2386,600093.SH,600093,易见股份,四川,仓储物流,易见供应链管理股份有限公司,主板,SSE,19970626,H
2387,600094.SH,600094,大名城,上海,区域地产,上海大名城企业股份有限公司,主板,SSE,19970703,H
2388,600095.SH,600095,湘财股份,黑龙江,证券,湘财股份有限公司,主板,SSE,19970708,N
2389,600096.SH,600096,云天化,云南,农药化肥,云南云天化股份有限公司,主板,SSE,19970709,N
2390,600097.SH,600097,开创国际,上海,渔业,上海开创国际海洋资源股份有限公司,主板,SSE,19970619,N
2391,600098.SH,600098,广州发展,广东,火力发电,广州发展集团股份有限公司,主板,SSE,19970718,N
2392,600099.SH,600099,林海股份,江苏,摩托车,林海股份有限公司,主板,SSE,19970704,N
2393,600100.SH,600100,同方股份,北京,IT设备,同方股份有限公司,主板,SSE,19970627,N
2394,600101.SH,600101,明星电力,四川,水力发电,四川明星电力股份有限公司,主板,SSE,19970627,N
2395,600103.SH,600103,青山纸业,福建,造纸,福建省青山纸业股份有限公司,主板,SSE,19970703,N
2396,600104.SH,600104,上汽集团,上海,汽车整车,上海汽车集团股份有限公司,主板,SSE,19971125,H
2397,600105.SH,600105,永鼎股份,江苏,通信设备,江苏永鼎股份有限公司,主板,SSE,19970929,H
2398,600106.SH,600106,重庆路桥,重庆,路桥,重庆路桥股份有限公司,主板,SSE,19970618,N
2399,600107.SH,600107,美尔雅,湖北,服饰,湖北美尔雅股份有限公司,主板,SSE,19971106,N
2400,600108.SH,600108,亚盛集团,甘肃,农业综合,甘肃亚盛实业(集团)股份有限公司,主板,SSE,19970818,N
2401,600109.SH,600109,国金证券,四川,证券,国金证券股份有限公司,主板,SSE,19970807,H
2402,600110.SH,600110,诺德股份,吉林,电气设备,诺德投资股份有限公司,主板,SSE,19971007,N
2403,600111.SH,600111,北方稀土,内蒙,小金属,中国北方稀土(集团)高科技股份有限公司,主板,SSE,19970924,H
2404,600112.SH,600112,ST天成,贵州,电气设备,贵州长征天成控股股份有限公司,主板,SSE,19971127,N
2405,600113.SH,600113,浙江东日,浙江,区域地产,浙江东日股份有限公司,主板,SSE,19971021,N
2406,600114.SH,600114,东睦股份,浙江,机械基件,东睦新材料集团股份有限公司,主板,SSE,20040511,N
2407,600115.SH,600115,东方航空,上海,空运,中国东方航空股份有限公司,主板,SSE,19971105,H
2408,600116.SH,600116,三峡水利,重庆,水力发电,重庆三峡水利电力(集团)股份有限公司,主板,SSE,19970804,N
2409,600117.SH,600117,西宁特钢,青海,特种钢,西宁特殊钢股份有限公司,主板,SSE,19971015,N
2410,600118.SH,600118,中国卫星,北京,航空,中国东方红卫星股份有限公司,主板,SSE,19970908,H
2411,600119.SH,600119,ST长投,上海,仓储物流,长发集团长江投资实业股份有限公司,主板,SSE,19980115,N
2412,600120.SH,600120,浙江东方,浙江,多元金融,浙江东方金融控股集团股份有限公司,主板,SSE,19971201,H
2413,600121.SH,600121,郑州煤电,河南,煤炭开采,郑州煤电股份有限公司,主板,SSE,19980107,N
2414,600122.SH,600122,*ST宏图,江苏,其他商业,江苏宏图高科技股份有限公司,主板,SSE,19980420,N
2415,600123.SH,600123,兰花科创,山西,煤炭开采,山西兰花科技创业股份有限公司,主板,SSE,19981217,N
2416,600125.SH,600125,铁龙物流,辽宁,铁路,中铁铁龙集装箱物流股份有限公司,主板,SSE,19980511,H
2417,600126.SH,600126,杭钢股份,浙江,普钢,杭州钢铁股份有限公司,主板,SSE,19980311,N
2418,600127.SH,600127,金健米业,湖南,农业综合,金健米业股份有限公司,主板,SSE,19980506,N
2419,600128.SH,600128,弘业股份,江苏,商贸代理,江苏弘业股份有限公司,主板,SSE,19970901,N
2420,600129.SH,600129,太极集团,重庆,中成药,重庆太极实业(集团)股份有限公司,主板,SSE,19971118,N
2421,600130.SH,600130,波导股份,浙江,通信设备,宁波波导股份有限公司,主板,SSE,20000706,N
2422,600131.SH,600131,国网信通,四川,通信设备,国网信息通信股份有限公司,主板,SSE,19980402,H
2423,600132.SH,600132,重庆啤酒,重庆,啤酒,重庆啤酒股份有限公司,主板,SSE,19971030,H
2424,600133.SH,600133,东湖高新,湖北,园区开发,武汉东湖高新集团股份有限公司,主板,SSE,19980212,N
2425,600135.SH,600135,乐凯胶片,河北,化工原料,乐凯胶片股份有限公司,主板,SSE,19980122,N
2426,600136.SH,600136,当代文体,湖北,影视音像,武汉当代明诚文化体育集团股份有限公司,主板,SSE,19980303,H
2427,600137.SH,600137,浪莎股份,四川,服饰,四川浪莎控股股份有限公司,主板,SSE,19980416,N
2428,600138.SH,600138,中青旅,北京,旅游服务,中青旅控股股份有限公司,主板,SSE,19971203,H
2429,600139.SH,600139,西部资源,四川,综合类,四川西部资源控股股份有限公司,主板,SSE,19980225,N
2430,600141.SH,600141,兴发集团,湖北,化工原料,湖北兴发化工集团股份有限公司,主板,SSE,19990616,H
2431,600143.SH,600143,金发科技,广东,塑料,金发科技股份有限公司,主板,SSE,20040623,H
2432,600145.SH,600145,*ST新亿,新疆,陶瓷,新疆亿路万源实业投资控股股份有限公司,主板,SSE,19990923,N
2433,600146.SH,600146,*ST环球,宁夏,服饰,商赢环球股份有限公司,主板,SSE,19990707,N
2434,600148.SH,600148,长春一东,吉林,汽车配件,长春一东离合器股份有限公司,主板,SSE,19980520,N
2435,600149.SH,600149,ST坊展,河北,综合类,廊坊发展股份有限公司,主板,SSE,19991014,N
2436,600150.SH,600150,中国船舶,上海,船舶,中国船舶工业股份有限公司,主板,SSE,19980520,H
2437,600151.SH,600151,航天机电,上海,汽车配件,上海航天汽车机电股份有限公司,主板,SSE,19980605,N
2438,600152.SH,600152,维科技术,浙江,电气设备,维科技术股份有限公司,主板,SSE,19980609,N
2439,600153.SH,600153,建发股份,福建,商贸代理,厦门建发股份有限公司,主板,SSE,19980616,H
2440,600155.SH,600155,华创阳安,北京,证券,华创阳安股份有限公司,主板,SSE,19980918,H
2441,600156.SH,600156,华升股份,湖南,纺织,湖南华升股份有限公司,主板,SSE,19980527,N
2442,600157.SH,600157,*ST永泰,山西,火力发电,永泰能源股份有限公司,主板,SSE,19980513,N
2443,600158.SH,600158,中体产业,天津,文教休闲,中体产业集团股份有限公司,主板,SSE,19980327,N
2444,600159.SH,600159,大龙地产,北京,区域地产,北京市大龙伟业房地产开发股份有限公司,主板,SSE,19980526,N
2445,600160.SH,600160,巨化股份,浙江,化工原料,浙江巨化股份有限公司,主板,SSE,19980626,H
2446,600161.SH,600161,天坛生物,北京,生物制药,北京天坛生物制品股份有限公司,主板,SSE,19980616,H
2447,600162.SH,600162,香江控股,深圳,全国地产,深圳香江控股股份有限公司,主板,SSE,19980609,H
2448,600163.SH,600163,中闽能源,福建,新型电力,中闽能源股份有限公司,主板,SSE,19980602,N
2449,600165.SH,600165,新日恒力,宁夏,化工原料,宁夏新日恒力钢丝绳股份有限公司,主板,SSE,19980529,N
2450,600166.SH,600166,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司,主板,SSE,19980602,N
2451,600167.SH,600167,联美控股,辽宁,供气供热,联美量子股份有限公司,主板,SSE,19990128,H
